id,ticker_symbol,company_name,cik_number
5008,mlpg,UBS AG ,1114446
5009,mlpi,UBS AG ,1114446
5010,mlpo,CREDIT SUISSE AG ,1053092
5011,mlpq,UBS AG ,1114446
5012,mlpr,UBS AG ,1114446
5013,mlpy,MORGAN STANLEY ,895421
5014,mlpz,UBS AG ,1114446
5015,mlr,MILLER INDUSTRIES INC /TN/ ,924822
5016,mlss,MILESTONE SCIENTIFIC INC. ,855683
5017,mlti,CREDIT SUISSE AG ,1053092
5018,mlvf,"MALVERN BANCORP, INC. ",1550603
5019,mmac,"MMA Capital Holdings, Inc. ",1003201
5020,mmc,"MARSH & MCLENNAN COMPANIES, INC. ",62709
5021,mmex,MMEX Resources Corp ,1440799
5022,mmi,"Marcus & Millichap, Inc. ",1578732
5023,mmlp,MARTIN MIDSTREAM PARTNERS L.P. ,1176334
5024,mmm,3M CO ,66740
5025,mmmb,"MamaMancini's Holdings, Inc. ",1520358
5026,mmmm,"Quad M Solutions, Inc. ",66600
5027,mmnd,"MASTERMIND, INC. ",1088638
5028,mmnt,MOMENTOUS HOLDINGS CORP. ,1653876
5029,mmp,"Magellan Midstream Partners, L.P. ",1126975
5030,mms,"MAXIMUS, INC. ",1032220
5031,mmsi,MERIT MEDICAL SYSTEMS INC ,856982
5032,mmtif,MICROMEM TECHNOLOGIES INC ,1085921
5033,mmtrs,MILLS MUSIC TRUST ,66496
5034,mmx,MAVERIX METALS INC. ,1773250
5035,mmyt,MakeMyTrip Ltd ,1495153
5036,mn,"Manning & Napier, Inc. ",1524223
5037,mncl,Monocle Acquisition Corp ,1754170
5038,mndo,MIND CTI LTD ,1119083
5039,mnelf,Mission NewEnergy Ltd ,1463471
5040,mnia,"Cannis, Inc. ",1684508
5041,mniqq,MCCLATCHY CO ,1056087
5042,mnk,Mallinckrodt plc ,1567892
5043,mnkd,MANNKIND CORP ,899460
5044,mnlo,Menlo Therapeutics Inc. ,1566044
5045,mnov,MEDICINOVA INC ,1226616
5046,mnpr,Monopar Therapeutics ,1645469
5047,mnr,MONMOUTH REAL ESTATE INVESTMENT CORP ,67625
5048,mnrl,"Brigham Minerals, Inc. ",1745797
5049,mnro,"MONRO, INC. ",876427
5050,mnr-pc,MONMOUTH REAL ESTATE INVESTMENT CORP ,67625
5051,mnsb,"MainStreet Bancshares, Inc. ",1693577
5052,mnst,Monster Beverage Corp ,865752
5053,mnta,MOMENTA PHARMACEUTICALS INC ,1235010
5054,mntr,"Mentor Capital, Inc. ",1599117
5055,mntx,"Manitex International, Inc. ",1302028
5056,mo,"ALTRIA GROUP, INC. ",764180
5057,mobl,"MOBILEIRON, INC. ",1470099
5058,mobo,Mobile Lads Corp ,1580264
5059,mobq,"Mobiquity Technologies, Inc. ",1084267
5060,moc,COMMAND SECURITY CORP ,864509
5061,mod,MODINE MANUFACTURING CO ,67347
5062,modd,"Modular Medical, Inc. ",1074871
5063,modn,"MODEL N, INC. ",1118417
5064,mofg,"MidWestOne Financial Group, Inc. ",1412665
5065,mog-a,MOOG INC. ,67887
5066,mog-b,MOOG INC. ,67887
5067,mogo,Mogo Inc. ,1602842
5068,mogu,MOGU Inc. ,1743971
5069,moh,"MOLINA HEALTHCARE, INC. ",1179929
5070,moho,ECMOHO Ltd ,1763197
5071,mojo,"MOJO Organics, Inc. ",1414953
5072,momc,BLOCKHOLD CAPITAL CORP ,1619174
5073,momo,Momo Inc. ,1610601
5074,mor,MorphoSys AG ,1340243
5075,more,"Monogram Residential Trust, Inc. ",1384710
5076,morf,"Morphic Holding, Inc. ",1679363
5077,morl,UBS AG ,1114446
5078,morn,"Morningstar, Inc. ",1289419
5079,mos,MOSAIC CO ,1285785
5080,mosc-un,"Vivint Smart Home, Inc. ",1713952
5081,most,"MobileSmith, Inc. ",1113513
5082,mosy,"MoSys, Inc. ",890394
5083,mots,"Motus GI Holdings, Inc. ",1686850
5084,mov,MOVADO GROUP INC ,72573
5085,moxc,"Moxian, Inc. ",1516805
5086,mpaa,MOTORCAR PARTS AMERICA INC ,918251
5087,mpad,MICROPAC INDUSTRIES INC ,65759
5088,mpay,"MOBETIZE, CORP. ",1546679
5089,mpb,MID PENN BANCORP INC ,879635
5090,mpc,Marathon Petroleum Corp ,1510295
5091,mpgr,CANNA Corp ,1582962
5092,mplx,MPLX LP ,1552000
5093,mpme,Medisun Precision Medicine Ltd. ,1562107
5094,mpmq,MPM Holdings Inc. ,1624826
5095,mpvd,Mountain Province Diamonds Inc. ,1004530
5096,mpvdf,Mountain Province Diamonds Inc. ,1004530
5097,mpw,MEDICAL PROPERTIES TRUST INC ,1287865
5098,mpwr,MONOLITHIC POWER SYSTEMS INC ,1280452
5099,mpx,MARINE PRODUCTS CORP ,1129155
5100,mr,Montage Resources Corp ,1600470
5101,mram,EVERSPIN TECHNOLOGIES INC ,1438423
5102,mrbk,Meridian Corp ,1750735
5103,mrc,MRC GLOBAL INC. ,1439095
5104,mrcc,MONROE CAPITAL Corp ,1512931
5105,mrcy,MERCURY SYSTEMS INC ,1049521
5106,mrddf,OUTCROP GOLD CORP ,942149
5107,mreo,Mereo Biopharma Group plc ,1719714
5108,mrge,Mirage Energy Corp ,1623360
5109,mrin,MARIN SOFTWARE INC ,1389002
5110,mrk,"Merck & Co., Inc. ",310158
5111,mrkr,"Marker Therapeutics, Inc. ",1094038
5112,mrln,MARLIN BUSINESS SERVICES CORP ,1260968
5113,mrmd,MARIMED INC. ,1522767
5114,mrna,"Moderna, Inc. ",1682852
5115,mrns,MARINUS PHARMACEUTICALS INC ,1267813
5116,mro,MARATHON OIL CORP ,101778
5117,mrrl,UBS AG ,1114446
5118,mrsn,"Mersana Therapeutics, Inc. ",1442836
5119,mrt,"MedEquities Realty Trust, Inc. ",1616314
5120,mrtn,MARTEN TRANSPORT LTD ,799167
5121,mrtx,"Mirati Therapeutics, Inc. ",1576263
5122,mrus,Merus N.V. ,1651311
5123,mrvc,MRV COMMUNICATIONS INC ,887969
5124,mrvl,MARVELL TECHNOLOGY GROUP LTD ,1058057
5125,mrzm,MARIZYME INC ,1413754
5126,ms,MORGAN STANLEY ,895421
5127,msa,MSA Safety Inc ,66570
5128,msb,MESABI TRUST ,65172
5129,msbi,"Midland States Bancorp, Inc. ",1466026
5130,msc,STUDIO CITY INTERNATIONAL HOLDINGS Ltd ,1713334
5131,msci,MSCI Inc. ,1408198
5132,msex,MIDDLESEX WATER CO ,66004
5133,msfg,MAINSOURCE FINANCIAL GROUP ,720002
5134,msft,MICROSOFT CORP ,789019
5135,msg,Madison Square Garden Sports Corp. ,1636519
5136,msge,Madison Square Garden Entertainment Corp. ,1795250
5137,msgn,MSG NETWORKS INC. ,1469372
5138,msgs,Madison Square Garden Sports Corp. ,1636519
5139,msi,"Motorola Solutions, Inc. ",68505
5140,msm,MSC INDUSTRIAL DIRECT CO INC ,1003078
5141,msn,EMERSON RADIO CORP ,32621
5142,msof,"MULTI SOFT II, INC ",766404
5143,mson,MISONIX INC ,880432
5144,ms-pa,MORGAN STANLEY ,895421
5145,ms-pf,MORGAN STANLEY ,895421
5146,ms-pi,MORGAN STANLEY ,895421
5147,ms-pk,MORGAN STANLEY ,895421
5148,ms-pl,MORGAN STANLEY ,895421
5149,msrt,"MassRoots, Inc. ",1589149
5150,mssv,"MESO NUMISMATICS, INC. ",1760026
5151,mstr,MICROSTRATEGY Inc ,1050446
5152,msvb,"Mid-Southern Bancorp, Inc. ",1734875
5153,msyn,"MS YOUNG ADVENTURE ENTERPRISE, INC. ",1693687
5154,mt,ArcelorMittal ,1243429
5155,mta,Metalla Royalty & Streaming Ltd. ,1722606
5156,mtb,M&T BANK CORP ,36270
5157,mtbc,"MTBC, Inc. ",1582982
5158,mtbcp,"MTBC, Inc. ",1582982
5159,mtc,"MMTec, Inc. ",1742518
5160,mtch,"Match Group, Inc. ",891103
5161,mtd,METTLER TOLEDO INTERNATIONAL INC/ ,1037646
5162,mtdr,Matador Resources Co ,1520006
5163,mtem,"Molecular Templates, Inc. ",1183765
5164,mtex,MANNATECH INC ,1056358
5165,mtg,MGIC INVESTMENT CORP ,876437
5166,mtge,MTGE Investment Corp. ,1516973
5167,mth,Meritage Homes CORP ,833079
5168,mtl,Mechel PAO ,1302362
5169,mtlk,METALINK LTD ,1098462
5170,mtlqu,Motors Liquidation Co ,40730
5171,mtls,MATERIALISE NV ,1091223
5172,mtn,VAIL RESORTS INC ,812011
5173,mtnb,"Matinas BioPharma Holdings, Inc. ",1582554
5174,mtor,"MERITOR, INC. ",1113256
5175,mtp,Midatech Pharma Plc ,1643918
5176,mtr,MESA ROYALTY TRUST/TX ,313364
5177,mtrn,MATERION Corp ,1104657
5178,mtrx,MATRIX SERVICE CO ,866273
5179,mtsc,MTS SYSTEMS CORP ,68709
5180,mtsi,"MACOM Technology Solutions Holdings, Inc. ",1493594
5181,mtsl,MER TELEMANAGEMENT SOLUTIONS LTD ,1025561
5182,mtw,MANITOWOC CO INC ,61986
5183,mtwd,METWOOD INC ,32567
5184,mtx,MINERALS TECHNOLOGIES INC ,891014
5185,mtxwf,Meten EdtechX Education Group Ltd. ,1796514
5186,mtz,MASTEC INC ,15615
5187,mu,MICRON TECHNOLOGY INC ,723125
5188,muds,HYCROFT MINING HOLDING CORP ,1718405
5189,mudsu,HYCROFT MINING HOLDING CORP ,1718405
5190,mudsw,HYCROFT MINING HOLDING CORP ,1718405
5191,mufg,MITSUBISHI UFJ FINANCIAL GROUP INC ,67088
5192,mugh,MU GLOBAL HOLDING Ltd ,1746119
5193,mulg,"MULIANG AGRITECH, INC. ",1629665
5194,mur,MURPHY OIL CORP ,717423
5195,musa,Murphy USA Inc. ,1573516
5196,muss,"MULTI SOLUTIONS II, INC ",723733
5197,mux,McEwen Mining Inc. ,314203
5198,mvbf,MVB FINANCIAL CORP ,1277902
5199,mvc,"MVC CAPITAL, INC. ",1099941
5200,mven,"theMaven, Inc. ",894871
5201,mvis,"MICROVISION, INC. ",65770
5202,mvo,MV Oil Trust ,1371782
5203,mvrl,UBS AG ,1114446
5204,mwa,"Mueller Water Products, Inc. ",1350593
5205,mwk,"Mohawk Group Holdings, Inc. ",1757715
5206,mx,MAGNACHIP SEMICONDUCTOR Corp ,1325702
5207,mxc,MEXCO ENERGY CORP ,66418
5208,mxim,MAXIM INTEGRATED PRODUCTS INC ,743316
5209,mxl,MAXLINEAR INC ,1288469
5210,mxpt,"MaxPoint Interactive, Inc. ",1611231
5211,mxsg,Mexus Gold US ,1355677
5212,mxwl,MAXWELL TECHNOLOGIES INC ,319815
5213,mydp,"Dougherty's Pharmacy, Inc. ",1080029
5214,mydx,"MyDx, Inc. ",1582341
5215,mye,MYERS INDUSTRIES INC ,69488
5216,myfw,First Western Financial Inc ,1327607
5217,mygn,MYRIAD GENETICS INC ,899923
5218,myhi,Mountain High Acquisitions Corp. ,1507181
5219,myl,Mylan N.V. ,1623613
5220,mymx,MYMETICS CORP ,927761
5221,myo,"MYOMO, INC. ",1369290
5222,myok,"MyoKardia, Inc. ",1552451
5223,myos,MYOS RENS TECHNOLOGY INC. ,1402479
5224,myov,Myovant Sciences Ltd. ,1679082
5225,myrg,MYR GROUP INC. ,700923
5226,mysz,"My Size, Inc. ",1211805
5227,myt,"Urban Tea, Inc. ",1543268
5228,nadl,North Atlantic Drilling Ltd. ,1560186
5229,nafs,"North America Frac Sand, Inc. ",1409253
5230,nahd,"New Asia Holdings, Inc. ",1485029
5231,naii,NATURAL ALTERNATIVES INTERNATIONAL INC ,787253
5232,nak,NORTHERN DYNASTY MINERALS LTD ,1164771
5233,nakd,NAKED BRAND GROUP Ltd ,1707919
5234,nanx,NANOPHASE TECHNOLOGIES Corp ,883107
5235,naov,"NanoVibronix, Inc. ",1326706
5236,nari,"Inari Medical, Inc. ",1531048
5237,nat,NORDIC AMERICAN TANKERS Ltd ,1000177
5238,nath,NATHANS FAMOUS INC ,69733
5239,nati,NATIONAL INSTRUMENTS CORP ,935494
5240,natr,NATURES SUNSHINE PRODUCTS INC ,275053
5241,nauh,"National American University Holdings, Inc. ",1399855
5242,nav,NAVISTAR INTERNATIONAL CORP ,808450
5243,navb,"NAVIDEA BIOPHARMACEUTICALS, INC. ",810509
5244,navg,NAVIGATORS GROUP INC ,793547
5245,navi,NAVIENT CORP ,1593538
5246,nav-pd,NAVISTAR INTERNATIONAL CORP ,808450
5247,nbac,Newborn Acquisition Corp ,1780262
5248,nbacr,Newborn Acquisition Corp ,1780262
5249,nbacu,Newborn Acquisition Corp ,1780262
5250,nbacw,Newborn Acquisition Corp ,1780262
5251,nbev,New Age Beverages Corp ,1579823
5252,nbgif,NATIONAL BANK OF GREECE SA ,1096061
5253,nbgv,"NewBridge Global Ventures, Inc. ",726293
5254,nbhc,National Bank Holdings Corp ,1475841
5255,nbio,Nascent Biotech Inc. ,1622057
5256,nbix,NEUROCRINE BIOSCIENCES INC ,914475
5257,nbl,NOBLE ENERGY INC ,72207
5258,nblx,Noble Midstream Partners LP ,1647513
5259,nbn,NORTHEAST BANCORP /ME/ ,811831
5260,nbr,NABORS INDUSTRIES LTD ,1163739
5261,nbrv,Nabriva Therapeutics plc ,1641640
5262,nbse,"NeuBase Therapeutics, Inc. ",1173281
5263,nbtb,NBT BANCORP INC ,790359
5264,nby,"NovaBay Pharmaceuticals, Inc. ",1389545
5265,nc,NACCO INDUSTRIES INC ,789933
5266,ncbs,NICOLET BANKSHARES INC ,1174850
5267,ncit,"NCI, Inc. ",1334478
5268,nclh,Norwegian Cruise Line Holdings Ltd. ,1513761
5269,ncmi,"National CineMedia, Inc. ",1377630
5270,ncna,NuCana plc ,1709626
5271,ncno,"NCINO, INC. ",1566895
5272,ncom,National Commerce Corp ,1609951
5273,ncr,NCR CORP ,70866
5274,ncra,"NOCERA, INC. ",1756180
5275,ncsm,"NCS Multistage Holdings, Inc. ",1692427
5276,ncty,The9 LTD ,1296774
5277,ndaq,"NASDAQ, INC. ",1120193
5278,ndls,NOODLES & Co ,1275158
5279,ndmt,NowNews Digital Media Technology Co. Ltd. ,1509477
5280,ndn,99 CENTS ONLY STORES LLC ,1011290
5281,ndra,ENDRA Life Sciences Inc. ,1681682
5282,ndraw,ENDRA Life Sciences Inc. ,1681682
5283,ndsn,NORDSON CORP ,72331
5284,ndtp,MISTRAL VENTURES INC ,1329944
5285,ndvn,nDivision Inc. ,1659183
5286,ne,Noble Corp plc ,1458891
5287,nebu,Nebula Acquisition Corp ,1720353
5288,nebuu,Nebula Acquisition Corp ,1720353
5289,nebuw,Nebula Acquisition Corp ,1720353
5290,nee,NEXTERA ENERGY INC ,753308
5291,nee-po,NEXTERA ENERGY INC ,753308
5292,neff,Neff Corp ,1617667
5293,neik,NORTHSTAR ELECTRONICS INC ,1082027
5294,nem,NEWMONT Corp /DE/ ,1164727
5295,nen,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP ,746514
5296,neo,NEOGENOMICS INC ,1077183
5297,neog,NEOGEN CORP ,711377
5298,neon,Neonode Inc. ,87050
5299,neos,"Neos Therapeutics, Inc. ",1467652
5300,nep,"NextEra Energy Partners, LP ",1603145
5301,neph,NEPHROS INC ,1196298
5302,nept,Neptune Wellness Solutions Inc. ,1401395
5303,nerv,"Minerva Neurosciences, Inc. ",1598646
5304,nes,"Nuverra Environmental Solutions, Inc. ",1403853
5305,nesr,National Energy Services Reunited Corp. ,1698514
5306,nesrw,National Energy Services Reunited Corp. ,1698514
5307,net,"Cloudflare, Inc. ",1477333
5308,nete,"Net Element, Inc. ",1499961
5309,neu,NEWMARKET CORP ,1282637
5310,neul,"NEULION, INC. ",1387713
5311,new,Puxin Ltd ,1726189
5312,newa,"Newater Technology, Inc. ",1678022
5313,newr,"NEW RELIC, INC. ",1448056
5314,newt,Newtek Business Services Corp. ,1587987
5315,nex,NEXTIER OILFIELD SOLUTIONS INC. ,1688476
5316,nexa,Nexa Resources S.A. ,1713930
5317,nexs,NEXUS BIOPHARMA INC ,1424151
5318,next,NextDecade Corp. ,1612720
5319,nfbk,"Northfield Bancorp, Inc. ",1493225
5320,nfc,New Frontier Health Corp ,1737422
5321,nfe,New Fortress Energy Inc. ,1749723
5322,nfg,NATIONAL FUEL GAS CO ,70145
5323,nfh,New Frontier Health Corp ,1737422
5324,nfh-wt,New Frontier Health Corp ,1737422
5325,nfin,Netfin Acquisition Corp. ,1776903
5326,nfinu,Netfin Acquisition Corp. ,1776903
5327,nfinw,Netfin Acquisition Corp. ,1776903
5328,nflx,NETFLIX INC ,1065280
5329,ng,NOVAGOLD RESOURCES INC ,1173420
5330,nga-un,Northern Genesis Acquisition Corp. ,1815495
5331,ngbl,"Notis Global, Inc. ",1547996
5332,ngd,New Gold Inc. /FI ,800166
5333,ngg,NATIONAL GRID PLC ,1004315
5334,nghc,National General Holdings Corp. ,1578735
5335,nghcn,National General Holdings Corp. ,1578735
5336,nghco,National General Holdings Corp. ,1578735
5337,nghcp,National General Holdings Corp. ,1578735
5338,nghcz,National General Holdings Corp. ,1578735
5339,ngl,NGL Energy Partners LP ,1504461
5340,ngld,Nevada Canyon Gold Corp. ,1605481
5341,ngl-pb,NGL Energy Partners LP ,1504461
5342,ngl-pc,NGL Energy Partners LP ,1504461
5343,ngls-pa,Targa Resources Partners LP ,1379661
5344,ngm,NGM BIOPHARMACEUTICALS INC ,1426332
5345,ngrp,NGEN TECHNOLOGIES HOLDINGS CORP. ,1503161
5346,ngs,NATURAL GAS SERVICES GROUP INC ,1084991
5347,ngtf,"NightFood Holdings, Inc. ",1593001
5348,ngvc,"Natural Grocers by Vitamin Cottage, Inc. ",1547459
5349,ngvt,Ingevity Corp ,1653477
5350,nh,"NantHealth, Inc. ",1566469
5351,nhc,NATIONAL HEALTHCARE CORP ,1047335
5352,nhel,NATURAL HEALTH FARM HOLDINGS INC ,1621697
5353,nhhs,"NorthStar Healthcare Income, Inc. ",1503707
5354,nhi,NATIONAL HEALTH INVESTORS INC ,877860
5355,nhicu,NewHold Investment Corp. ,1805385
5356,nhld,NATIONAL HOLDINGS CORP ,1023844
5357,nhmd,Nate's Food Co. ,1409446
5358,nhtc,NATURAL HEALTH TRENDS CORP ,912061
5359,ni,NISOURCE INC. ,1111711
5360,nib,BARCLAYS BANK PLC ,312070
5361,nice,NICE Ltd. ,1003935
5362,nick,NICHOLAS FINANCIAL INC ,1000045
5363,nihd,NII HOLDINGS INC ,1037016
5364,nihk,"Video River Networks, Inc. ",1084475
5365,nimu,NON INVASIVE MONITORING SYSTEMS INC /FL/ ,720762
5366,nine,"Nine Energy Service, Inc. ",1532286
5367,nink,NAMI Corp. ,1567388
5368,nio,NIO Inc. ,1736541
5369,niobf,NIOCORP DEVELOPMENTS LTD ,1512228
5370,nipnf,NEC CORP ,72127
5371,nistf,NIPPON STEEL CORP ,1140471
5372,niu,Niu Technologies ,1744781
5373,njmc,NEW JERSEY MINING CO ,1030192
5374,njr,NEW JERSEY RESOURCES CORP ,356309
5375,nk,"NantKwest, Inc. ",1326110
5376,nke,"NIKE, Inc. ",320187
5377,nkla,Nikola Corp ,1731289
5378,nklaw,Nikola Corp ,1731289
5379,nksh,NATIONAL BANKSHARES INC ,796534
5380,nktr,NEKTAR THERAPEUTICS ,906709
5381,nktx,"Nkarta, Inc. ",1787400
5382,nl,NL INDUSTRIES INC ,72162
5383,nlbs,"NUTRALIFE BIOSCIENCES, INC ",1563463
5384,nlok,NortonLifeLock Inc. ,849399
5385,nlrt,Nogales Resources Corp ,1606254
5386,nls,"NAUTILUS, INC. ",1078207
5387,nlsn,Nielsen Holdings plc ,1492633
5388,nlst,NETLIST INC ,1282631
5389,nltx,"Neoleukin Therapeutics, Inc. ",1404644
5390,nly,ANNALY CAPITAL MANAGEMENT INC ,1043219
5391,nly-pd,ANNALY CAPITAL MANAGEMENT INC ,1043219
5392,nly-pf,ANNALY CAPITAL MANAGEMENT INC ,1043219
5393,nly-pg,ANNALY CAPITAL MANAGEMENT INC ,1043219
5394,nly-pi,ANNALY CAPITAL MANAGEMENT INC ,1043219
5395,nm,Navios Maritime Holdings Inc. ,1333172
5396,nmci,Navios Maritime Containers L.P. ,1707210
5397,nmex,NORTHERN MINERALS & EXPLORATION LTD. ,1415744
5398,nmfc,New Mountain Finance Corp ,1496099
5399,nmfx,New Mountain Finance Corp ,1496099
5400,nmgx,Nano Magic Inc. ,891417
5401,nmih,"NMI Holdings, Inc. ",1547903
5402,nmm,Navios Maritime Partners L.P. ,1415921
5403,nm-pg,Navios Maritime Holdings Inc. ,1333172
5404,nm-ph,Navios Maritime Holdings Inc. ,1333172
5405,nmr,NOMURA HOLDINGS INC ,1163653
5406,nmrd,Nemaura Medical Inc. ,1602078
5407,nmrk,"NEWMARK GROUP, INC. ",1690680
5408,nmrx,NUMEREX CORP /PA/ ,870753
5409,nmtc,NEUROONE MEDICAL TECHNOLOGIES Corp ,1500198
5410,nmtr,"9 METERS BIOPHARMA, INC. ",1551986
5411,nna,Navios Maritime Acquisition CORP ,1437260
5412,nnbr,NN INC ,918541
5413,nndm,Nano Dimension Ltd. ,1643303
5414,nni,NELNET INC ,1258602
5415,nnn,"NATIONAL RETAIL PROPERTIES, INC. ",751364
5416,nnn-pf,"NATIONAL RETAIL PROPERTIES, INC. ",751364
5417,nnup,NOCOPI TECHNOLOGIES INC/MD/ ,888981
5418,nnvc,"NANOVIRICIDES, INC. ",1379006
5419,noa,North American Construction Group Ltd. ,1368519
5420,noah,Noah Holdings Ltd ,1499543
5421,nobh,NOBILITY HOMES INC ,72205
5422,noc,NORTHROP GRUMMAN CORP /DE/ ,1133421
5423,nodk,"NI Holdings, Inc. ",1681206
5424,nog,"NORTHERN OIL & GAS, INC. ",1104485
5425,nok,NOKIA CORP ,924613
5426,nomd,Nomad Foods Ltd ,1651717
5427,nord,"Nord Anglia Education, Inc. ",1492966
5428,norzf,NORZINC LTD. ,910569
5429,nov,NATIONAL OILWELL VARCO INC ,1021860
5430,nova,Sunnova Energy International Inc. ,1772695
5431,novc,"NOVATION COMPANIES, INC. ",1025953
5432,novn,"Novan, Inc. ",1467154
5433,novs,Novus Capital Corp ,1807707
5434,novsu,Novus Capital Corp ,1807707
5435,novt,NOVANTA INC ,1076930
5436,now,"ServiceNow, Inc. ",1373715
5437,np,Neenah Inc ,1296435
5438,npa,New Providence Acquisition Corp. ,1780312
5439,npauu,New Providence Acquisition Corp. ,1780312
5440,npaww,New Providence Acquisition Corp. ,1780312
5441,nphc,NUTRA PHARMA CORP ,1119643
5442,npk,NATIONAL PRESTO INDUSTRIES INC ,80172
5443,npo,"ENPRO INDUSTRIES, INC ",1164863
5444,nptn,NEOPHOTONICS CORP ,1227025
5445,npwi,"New Leap, Inc. ",1713809
5446,nr,NEWPARK RESOURCES INC ,71829
5447,nrbo,"NeuroBo Pharmaceuticals, Inc. ",1638287
5448,nrbt,Novus Robotics Inc. ,1388180
5449,nrc,NATIONAL RESEARCH CORP ,70487
5450,nref,"NexPoint Real Estate Finance, Inc. ",1786248
5451,nref-pa,"NexPoint Real Estate Finance, Inc. ",1786248
5452,nrg,"NRG ENERGY, INC. ",1013871
5453,nri,"Fortis Minerals, LLC ",1767007
5454,nrim,NORTHRIM BANCORP INC ,1163370
5455,nris,"Norris Industries, Inc. ",1603793
5456,nrix,"Nurix Therapeutics, Inc. ",1549595
5457,nrom,NOBLE ROMANS INC ,709005
5458,nrp,NATURAL RESOURCE PARTNERS LP ,1171486
5459,nrt,NORTH EUROPEAN OIL ROYALTY TRUST ,72633
5460,nrtsf,Nobilis Health Corp. ,1409916
5461,nruc,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/ ,70502
5462,nrz,New Residential Investment Corp. ,1556593
5463,nrz-pa,New Residential Investment Corp. ,1556593
5464,nrz-pb,New Residential Investment Corp. ,1556593
5465,nrz-pc,New Residential Investment Corp. ,1556593
5466,ns,NuStar Energy L.P. ,1110805
5467,nsa,National Storage Affiliates Trust ,1618563
5468,nsa-pa,National Storage Affiliates Trust ,1618563
5469,nsc,NORFOLK SOUTHERN CORP ,702165
5470,nsco,"NESCO HOLDINGS, INC. ",1709682
5471,nsco-wt,"NESCO HOLDINGS, INC. ",1709682
5472,nsec,NATIONAL SECURITY GROUP INC ,865058
5473,nsfdf,NXT Energy Solutions Inc. ,1009922
5474,nsh,"NuStar GP Holdings, LLC ",1223786
5475,nsh-un,"NavSight Holdings, Inc. ",1816017
5476,nsit,INSIGHT ENTERPRISES INC ,932696
5477,nsp,"INSPERITY, INC. ",1000753
5478,nspr,"InspireMD, Inc. ",1433607
5479,nspr-wt,"InspireMD, Inc. ",1433607
5480,nspr-wtb,"InspireMD, Inc. ",1433607
5481,nspx,"Inspyr Therapeutics, Inc. ",1421204
5482,nspxd,"Inspyr Therapeutics, Inc. ",1421204
5483,nsr,NEUSTAR INC ,1265888
5484,nsrcf,NextSource Materials Inc. ,1302084
5485,nssc,"NAPCO SECURITY TECHNOLOGIES, INC ",69633
5486,nstg,NanoString Technologies Inc ,1401708
5487,nsys,NORTECH SYSTEMS INC ,722313
5488,ntah,NEVTAH CAPITAL MANAGEMENT CORP ,1104206
5489,ntahd,NEVTAH CAPITAL MANAGEMENT CORP ,1104206
5490,ntap,"NetApp, Inc. ",1002047
5491,ntb,Bank of N.T. Butterfield & Son Ltd ,1653242
5492,ntco,Natura &Co Holding S.A. ,1776967
5493,ntct,NETSCOUT SYSTEMS INC ,1078075
5494,ntec,Intec Pharma Ltd. ,1638381
5495,ntes,"NetEase, Inc. ",1110646
5496,ntgn,"Neon Therapeutics, Inc. ",1694187
5497,ntgr,"NETGEAR, INC. ",1122904
5498,ntic,NORTHERN TECHNOLOGIES INTERNATIONAL CORP ,875582
5499,ntip,NETWORK 1 TECHNOLOGIES INC ,1065078
5500,ntla,"Intellia Therapeutics, Inc. ",1652130
5501,ntn,NTN BUZZTIME INC ,748592
5502,ntnx,"Nutanix, Inc. ",1618732
5503,ntox,NOTOX TECHNOLOGIES CORP. ,844538
5504,ntp,NAM TAI PROPERTY INC. ,829365
5505,ntpy,NetPay International Inc ,1689490
5506,ntr,Nutrien Ltd. ,1725964
5507,ntra,"Natera, Inc. ",1604821
5508,ntrb,NutriBand Inc. ,1676047
5509,ntrp,"Neurotrope, Inc. ",1513856
5510,ntrr,NEUTRA CORP. ,1512886
5511,ntrs,NORTHERN TRUST CORP ,73124
5512,ntrso,NORTHERN TRUST CORP ,73124
5513,ntru,Natur International Corp. ,1552845
5514,ntst,NETSTREIT Corp. ,1798100
5515,nttyy,NIPPON TELEGRAPH & TELEPHONE CORP ,769594
5516,ntus,NATUS MEDICAL INC ,878526
5517,ntwk,NETSOL TECHNOLOGIES INC ,1039280
5518,ntwn,NEWTOWN LANE MARKETING INC ,1353538
5519,ntz,NATUZZI S P A ,900391
5520,nuan,"Nuance Communications, Inc. ",1002517
5521,nue,NUCOR CORP ,73309
5522,nukk,Nukkleus Inc. ,1592782
5523,numd,"Nu-Med Plus, Inc. ",1543637
5524,nunz,NUNZIA PHARMACEUTICAL Co ,886093
5525,nuro,"NeuroMetrix, Inc. ",1289850
5526,nurow,"NeuroMetrix, Inc. ",1289850
5527,nus,"NU SKIN ENTERPRISES, INC. ",1021561
5528,nuva,NUVASIVE INC ,1142596
5529,nuvr,"Nuvera Communications, Inc. ",71557
5530,nuze,"NuZee, Inc. ",1527613
5531,nvax,NOVAVAX INC ,1000694
5532,nvcn,NEOVASC INC ,1399708
5533,nvcr,NovoCure Ltd ,1645113
5534,nvda,NVIDIA CORP ,1045810
5535,nvdq,NOVADAQ TECHNOLOGIES INC ,1173293
5536,nvec,NVE CORP /NEW/ ,724910
5537,nvee,"NV5 Global, Inc. ",1532961
5538,nvfy,"Nova Lifestyle, Inc. ",1473334
